"density","pH","sulphates","alcohol","quality","Wine_ID"
"0.98906","3.3","0.52","13.7","7","3084"
"0.99146","3.2","0.72","11.3","6","3085"
"0.9951","3","0.42","10.5","6","3086"
"0.98906","3.3","0.52","13.7","7","3087"
"0.995","3.1","0.44","10.1","3","3088"
"0.98876","2.9","0.39","12.3","6","3089"
"0.98956","3.1","0.33","12","7","3090"
"0.99146","3.2","0.72","11.3","6","3091"
"0.99592","3.1","0.51","9.5","6","3092"
"0.99129","3","0.53","11.4","6","3093"
"0.99064","3.2","0.48","11.9","7","3094"
"0.99368","2.9","0.54","10","6","3095"
"0.99368","2.9","0.54","10","6","3096"
"0.99121","3.2","0.6","11.3","7","3097"
"0.99104","3.3","0.48","11.7","5","3098"
"0.99221","3.4","0.39","11","7","3099"
"0.98924","3","0.48","12.2","7","3100"
"0.99176","2.9","0.54","10.7","7","3101"
"0.99432","3.1","0.34","10.9","6","3102"
"0.99366","3.2","0.38","10.2","6","3103"
"0.99064","3.2","0.48","11.9","7","3104"
"0.99178","3.2","0.48","11.1","5","3105"
"0.99126","3","0.5","11.2","6","3106"
"0.99129","3","0.53","11.4","6","3107"
"0.99252","3.1","0.57","10.6","6","3108"
"0.99709","3","0.53","10.3","5","3109"
"0.99513","3.4","0.57","10.4","4","3110"
"0.99045","3.1","0.62","11.9","6","3111"
"0.99","3.2","0.43","11.9","7","3112"
"0.99305","3.1","0.7","10.4","5","3113"
"0.99888","3.1","0.47","9.2","6","3114"
"0.99182","3.2","0.43","11.3","6","3115"
"0.99182","3.2","0.43","11.3","6","3116"
"0.9913","3.3","0.5","11","7","3117"
"0.99","3.2","0.43","11.9","7","3118"
"0.98836","3.1","0.64","12.9","7","3119"
"0.9897","3.1","0.31","10.8","5","3120"
"0.99586","3.2","0.47","9.1","6","3121"
"0.99305","3.1","0.7","10.4","5","3122"
"0.98892","3.4","0.37","12.9","6","3123"
"0.99156","3.5","0.44","12.2","5","3124"
"0.99888","3.1","0.47","9.2","6","3125"
"0.99534","3.1","0.46","10.3","5","3126"
"0.99322","3.1","0.46","11","7","3127"
"0.99296","3.2","0.65","11","5","3128"
"0.99098","3.7","0.62","11.7","6","3129"
"0.98972","3.2","0.43","12","6","3130"
"0.98964","3.2","0.43","12.7","6","3131"
"0.99918","3.1","0.49","8.8","5","3132"
"0.99182","3.2","0.43","11.3","6","3133"
"0.99008","3.2","0.4","12.8","6","3134"
"0.992","3.2","0.44","11.2","6","3135"
"0.99851","3.3","0.51","8.9","6","3136"
"0.99026","3.5","0.39","11.2","5","3137"
"0.9906","3.2","0.4","11.1","6","3138"
"0.99293","3.1","0.51","10.8","6","3139"
"0.99658","3.2","0.42","9.3","6","3140"
"0.99851","3.3","0.51","8.9","6","3141"
"0.9911","3.2","0.36","12.7","7","3142"
"0.9904","3.2","0.4","12","6","3143"
"0.99026","3.5","0.39","11.2","5","3144"
"0.99946","3.2","0.43","8.8","6","3145"
"0.99946","3.2","0.43","8.8","6","3146"
"0.99946","3.2","0.43","8.8","6","3147"
"0.99568","3.2","0.47","10.4","6","3148"
"0.99946","3.2","0.43","8.8","6","3149"
"0.99568","3.2","0.47","10.4","6","3150"
"0.9907","3.4","0.45","14","6","3151"
"0.99946","3.2","0.43","8.8","6","3152"
"0.99018","3","0.43","13.1","6","3153"
"0.98994","3.3","0.42","12.3","6","3154"
"0.99075","3.3","0.46","12.6","6","3155"
"0.99212","3.2","0.44","12","7","3156"
"0.99684","2.9","0.47","9.5","5","3157"
"0.99212","3.2","0.44","12","7","3158"
"0.99036","3.1","0.49","12.7","7","3159"
"0.99456","3.4","0.39","10.5","6","3160"
"0.98865","3.2","0.54","12.9","6","3161"
"0.99684","2.9","0.47","9.5","5","3162"
"0.99212","3.2","0.44","12","7","3163"
"0.99036","3.1","0.49","12.7","7","3164"
"0.99222","3.1","0.66","11.9","6","3165"
"0.99022","3.2","0.45","12","6","3166"
"0.99076","3.3","0.41","12.5","6","3167"
"0.99144","3.2","0.43","12.1","7","3168"
"0.98961","3.1","0.36","12.5","6","3169"
"0.9936","3.1","0.58","9.9","6","3170"
"0.99126","3","0.41","10.7","6","3171"
"0.99044","2.9","0.35","12","6","3172"
"0.99123","3","0.31","12.2","8","3173"
"0.99123","3","0.32","12.4","8","3174"
"0.9916","3","0.32","12.4","8","3175"
"0.9959","3","0.31","10.3","6","3176"
"0.99044","2.9","0.35","12","6","3177"
"0.9931","3.3","0.4","10.5","5","3178"
"0.99422","3.1","0.44","9.5","6","3179"
"0.99194","3","0.35","10.5","4","3180"
"0.98926","3.2","0.36","12.3","6","3181"
"0.99306","2.9","0.37","11.9","6","3182"
"0.99164","3.3","0.45","9.8","5","3183"
"0.98926","3.2","0.36","12.3","6","3184"
"0.98988","3.1","0.56","11.4","7","3185"
"0.99268","3.2","0.43","11","6","3186"
"0.99373","3.1","0.56","10.8","4","3187"
"0.98939","3.2","0.37","12.8","7","3188"
"0.99318","3.1","0.5","11","8","3189"
"0.99196","3.2","0.36","10.2","5","3190"
"0.98952","3.3","0.6","12.5","7","3191"
"0.9911","3.1","0.37","11.6","6","3192"
"0.99306","2.9","0.37","11.9","6","3193"
"0.99164","3.3","0.45","9.8","5","3194"
"0.99111","3.3","0.48","11","5","3195"
"0.99321","3.1","0.52","10.9","6","3196"
"0.99326","3","0.3","11","7","3197"
"0.99124","3","0.37","12.5","6","3198"
"0.99326","3","0.3","11","7","3199"
"0.99214","3.2","0.53","12","7","3200"
"0.9897","3.1","0.31","12.4","7","3201"
"0.99124","3","0.37","12.5","6","3202"
"0.98915","3.2","0.38","12.8","7","3203"
"0.99326","3","0.3","11","7","3204"
"0.99692","3.3","0.43","9.1","5","3205"
"0.991","3.1","0.4","12.4","7","3206"
"0.9913","3.2","0.8","12.9","7","3207"
"0.99234","3.1","0.87","10.9","6","3208"
"0.99402","3.5","0.58","10.8","5","3209"
"0.99678","3.1","0.38","10.6","5","3210"
"0.99458","3.1","0.52","9","5","3211"
"0.99452","3","0.33","12","6","3212"
"0.99033","3.3","0.35","11.8","5","3213"
"0.9927","3","0.38","10.6","6","3214"
"0.99002","3.3","0.48","12.3","6","3215"
"0.99057","3.2","0.64","11.5","6","3216"
"0.99127","3","0.45","11.1","5","3217"
"0.99458","3.1","0.52","9","5","3218"
"0.9927","3","0.44","9.9","4","3219"
"0.98938","3.3","0.53","12.8","7","3220"
"0.99001","2.9","0.57","12.9","5","3221"
"0.99386","3.1","0.57","12.9","6","3222"
"0.9899","3","0.68","12","6","3223"
"0.99452","3","0.33","12","6","3224"
"0.9913","3.2","0.27","11.2","6","3225"
"0.98916","3.1","0.39","13.3","7","3226"
"0.99276","3.3","0.5","9.9","6","3227"
"0.99586","3.1","0.52","9.5","6","3228"
"0.99556","3.1","0.49","9.4","6","3229"
"0.99158","3.5","0.6","11","7","3230"
"0.99548","3","0.43","9.4","6","3231"
"0.99206","3","0.82","11.5","6","3232"
"0.99412","3.1","0.34","12.5","5","3233"
"0.99364","3.2","0.34","11.9","6","3234"
"0.99338","3.3","0.47","10.4","6","3235"
"0.9913","3.2","0.27","11.2","6","3236"
"0.99123","3.1","0.33","12.5","6","3237"
"0.99216","3.2","0.4","11","7","3238"
"0.99328","3.1","0.37","9.8","5","3239"
"0.99031","3.1","0.4","12.3","7","3240"
"0.9908","3.2","0.52","11","6","3241"
"0.98871","3.1","0.46","12.6","7","3242"
"0.99119","3.3","0.62","11.6","6","3243"
"0.99031","3.1","0.4","12.3","7","3244"
"0.99146","3.2","0.22","13.4","7","3245"
"0.99328","3.1","0.37","9.8","5","3246"
"0.99245","3.2","0.46","11.5","6","3247"
"0.99116","3","0.38","11.6","6","3248"
"0.9921","3.2","0.4","11.1","7","3249"
"0.99216","3.2","0.4","11","7","3250"
"0.99162","3.1","0.54","11.3","6","3251"
"0.99632","3.1","0.53","9.9","6","3252"
"0.99082","3.1","0.33","12.6","8","3253"
"0.9905","3.3","0.36","11.8","8","3254"
"0.99177","3","0.5","11.4","5","3255"
"0.9986","3.1","0.5","9.2","6","3256"
"0.9986","3.1","0.5","9.2","6","3257"
"0.9986","3.1","0.5","9.2","6","3258"
"0.9986","3.1","0.5","9.2","6","3259"
"0.9986","3.1","0.5","9.2","6","3260"
"0.9986","3.1","0.5","9.2","6","3261"
"0.98923","3.2","0.42","13","5","3262"
"1.00014","3.1","0.5","9.3","7","3263"
"0.99026","3.2","0.62","12.6","8","3264"
"0.99358","3.3","0.44","9.6","6","3265"
"0.99688","3.4","0.44","8","3","3266"
"0.99407","3.1","0.42","11.8","6","3267"
"0.99226","3.2","0.39","10.2","6","3268"
"0.99097","3.3","0.53","12.7","6","3269"
"0.9976","3.3","0.56","9.4","5","3270"
"0.99166","3.1","0.38","10.2","5","3271"
"0.99184","3.3","0.6","12","7","3272"
"0.99135","3.1","0.6","11.3","7","3273"
"0.99074","3.3","0.53","11.8","7","3274"
"0.99193","3.5","0.59","10.9","5","3275"
"0.99226","3.1","0.47","9.8","4","3276"
"0.99142","3.2","0.49","12.2","8","3277"
"0.99091","3.2","0.44","11.1","7","3278"
"0.9976","3.3","0.56","9.4","5","3279"
"0.99134","3.1","0.47","11.4","6","3280"
"0.99166","3.1","0.38","10.2","5","3281"
"0.98964","3.1","0.52","12.8","6","3282"
"0.99229","3.1","0.67","10.1","7","3283"
"0.99396","2.9","0.45","9.4","6","3284"
"0.99148","2.9","0.23","12.2","6","3285"
"0.9913","3.1","0.65","10.9","7","3286"
"0.99126","3.1","0.64","10.9","7","3287"
"0.9913","3.1","0.65","10.9","7","3288"
"0.99396","2.9","0.45","9.4","6","3289"
"0.99562","3.1","0.48","9.4","5","3290"
"0.99128","3.1","0.38","11.4","5","3291"
"0.98896","3.2","0.32","12.9","8","3292"
"0.99558","3.1","0.48","9.4","5","3293"
"0.98961","2.9","0.57","12","7","3294"
"0.99338","3.4","0.56","10.1","6","3295"
"0.99558","3.1","0.48","9.4","5","3296"
"0.99562","3.1","0.48","9.4","5","3297"
"0.99572","3.2","0.45","9.2","5","3298"
"0.99056","3.3","0.44","11.8","6","3299"
"0.99146","3","0.34","12.3","7","3300"
"0.99128","3.1","0.38","11.4","5","3301"
"0.98896","3.2","0.32","12.9","8","3302"
"0.99172","3.1","0.32","12.3","6","3303"
"0.99012","3.3","0.36","13.5","7","3304"
"0.98912","3.3","0.42","12.8","7","3305"
"0.98902","3","0.54","12.8","7","3306"
"0.98912","3.3","0.42","12.8","7","3307"
"0.99395","2.9","0.38","11","3","3308"
"0.99539","3.2","0.43","10.6","6","3309"
"0.99129","3.2","0.44","12.4","7","3310"
"0.98956","3.2","0.46","12.9","7","3311"
"0.9916","3.5","0.59","11.1","7","3312"
"0.98889","3.1","0.64","12.9","7","3313"
"0.99012","3.1","0.37","11.8","7","3314"
"0.99833","3.2","0.54","9.1","6","3315"
"0.98853","3.1","0.49","12.7","7","3316"
"0.98942","3.2","0.48","12","6","3317"
"0.99266","3.2","0.47","11.2","6","3318"
"0.98962","3.2","0.75","12.4","7","3319"
"0.99168","3.5","0.49","10.4","5","3320"
"0.9968","3.1","0.54","10.4","5","3321"
"0.98934","3.3","0.5","12.7","6","3322"
"0.98995","3.5","0.52","12.5","7","3323"
"0.991","3.1","0.5","12","6","3324"
"0.99152","3.2","0.51","11.6","6","3325"
"0.99048","3.1","0.38","12.6","7","3326"
"0.99204","3.2","0.42","10.2","5","3327"
"0.99202","3.4","0.68","10.4","7","3328"
"0.9906","3.3","0.42","11.5","5","3329"
"0.99091","3","0.5","11","6","3330"
"0.99472","3.1","0.52","10.1","6","3331"
"0.99452","3.1","0.52","10.5","6","3332"
"0.99177","3.2","0.41","12.1","7","3333"
"0.9934","3.2","0.55","9.9","6","3334"
"0.99082","3.1","0.41","11.4","6","3335"
"0.99784","3","0.6","9.5","6","3336"
"0.99784","3","0.6","9.5","6","3337"
"0.99784","3","0.6","9.5","6","3338"
"0.99665","3.2","0.39","10.9","6","3339"
"0.99422","3.1","0.47","9.5","6","3340"
"0.98999","3.3","0.54","12.6","6","3341"
"0.99422","3.1","0.47","9.5","6","3342"
"0.99254","3.2","0.42","11.1","5","3343"
"0.99782","3","0.6","9.5","7","3344"
"0.99784","3","0.6","9.5","6","3345"
"0.9952","3.1","0.51","10.6","6","3346"
"0.99519","3.1","0.5","10.6","6","3347"
"0.99384","3.2","0.52","10.8","6","3348"
"0.99665","3.2","0.39","10.9","6","3349"
"0.99596","3.3","0.5","9.9","6","3350"
"0.9935","3.1","0.59","11.3","6","3351"
"0.98862","3.2","0.38","12.6","6","3352"
"0.99151","3","0.39","12.5","6","3353"
"0.9922","3","0.38","12.4","6","3354"
"0.99426","3.3","0.57","11.8","7","3355"
"0.99168","3.2","0.53","12.2","6","3356"
"0.99556","3.2","0.37","10.7","6","3357"
"0.99356","3.2","0.42","11.3","7","3358"
"0.99151","3","0.39","12.5","6","3359"
"0.9922","3","0.38","12.4","6","3360"
"0.99072","3.1","0.53","11.3","7","3361"
"0.99596","3.3","0.5","9.9","6","3362"
"0.9935","3.1","0.59","11.3","6","3363"
"0.98862","3.2","0.38","12.6","6","3364"
"0.98954","3.1","0.38","11.5","6","3365"
"0.99076","3","0.49","12.3","7","3366"
"0.9889","3","0.42","12.2","6","3367"
"0.98794","3.1","0.43","13.2","6","3368"
"0.99207","3.1","0.45","10.2","6","3369"
"0.99355","3.1","0.55","11.5","7","3370"
"0.98794","3.1","0.43","13.2","6","3371"
"0.9889","3","0.42","12.2","6","3372"
"0.99336","3.5","0.5","11","6","3373"
"0.98882","3","0.43","13.2","7","3374"
"0.99341","3.3","0.44","9.5","5","3375"
"0.997","3.3","0.53","10.2","6","3376"
"0.99207","3.1","0.45","10.2","6","3377"
"0.99174","3","0.55","11.4","6","3378"
"0.99042","3.2","0.42","12.5","8","3379"
"0.9984","3","0.43","9.2","5","3380"
"0.99111","3.3","0.48","12.1","7","3381"
"0.9933","3.1","0.44","10.7","7","3382"
"0.99111","3.3","0.48","12.1","7","3383"
"0.99316","3.4","0.55","11.2","6","3384"
"0.9946","3.3","0.56","10.6","6","3385"
"0.99","3.1","0.45","11.8","6","3386"
"0.99042","3.2","0.42","12.5","8","3387"
"0.9984","3","0.43","9.2","5","3388"
"0.99016","3","0.54","12.6","6","3389"
"0.99381","3.1","0.55","12.8","7","3390"
"0.99144","3","0.37","12.3","6","3391"
"0.99139","3","0.38","12.3","8","3392"
"0.9919","3","0.37","12.4","6","3393"
"0.99192","2.9","0.42","12.3","6","3394"
"0.99576","3.2","0.53","9.1","5","3395"
"0.9958","3.2","0.54","9.1","5","3396"
"0.9951","3.1","0.47","10.6","6","3397"
"0.99304","3.2","0.47","10.3","6","3398"
"0.99657","3.4","0.65","9.5","5","3399"
"0.99268","3.3","0.49","11.1","6","3400"
"0.99392","3.1","0.51","10.8","6","3401"
"0.99242","2.9","0.47","11.2","5","3402"
"0.99392","3.1","0.51","10.8","6","3403"
"0.9925","2.9","0.49","11.4","5","3404"
"0.99092","3.2","0.52","11.2","6","3405"
"0.99137","3.2","0.5","10.2","6","3406"
"0.99268","3.3","0.49","11.1","6","3407"
"0.99657","3.4","0.65","9.5","5","3408"
"0.99642","3.1","0.49","10.2","6","3409"
"0.9916","3.4","0.43","11","3","3410"
"0.99458","3.2","0.45","11.5","7","3411"
"0.99373","3.1","0.57","9.8","6","3412"
"0.99586","3.1","0.51","10.1","6","3413"
"0.99942","3","0.75","8.8","6","3414"
"0.99458","3.2","0.45","11.5","7","3415"
"0.9895","3.4","0.43","12.7","7","3416"
"0.9963","3.1","0.51","9.8","6","3417"
"0.9892","3.2","0.6","12.9","4","3418"
"0.9963","3.1","0.51","9.8","6","3419"
"0.9895","3.4","0.43","12.7","7","3420"
"1.00196","3","0.44","8.5","5","3421"
"0.99036","3.2","0.56","12.7","8","3422"
"0.989","3","0.64","13.1","8","3423"
"0.99947","3.4","0.78","9.1","5","3424"
"0.9916","3.4","0.71","12.5","6","3425"
"0.99945","3.3","0.78","9.1","6","3426"
"0.99945","3.3","0.78","9.1","6","3427"
"0.99375","3.3","0.5","11.2","6","3428"
"0.9916","3.4","0.71","12.5","6","3429"
"0.99947","3.4","0.78","9.1","5","3430"
"0.99945","3.3","0.78","9.1","6","3431"
"0.99946","3.3","0.77","9.1","6","3432"
"0.99153","3.2","0.35","11.5","5","3433"
"0.98834","3.1","0.59","12.9","7","3434"
"0.99138","3","0.39","12.5","6","3435"
"0.98928","3.3","0.33","12.3","6","3436"
"0.99246","3.1","0.85","11.4","6","3437"
"0.99576","3.2","0.45","9.4","5","3438"
"0.99956","3.1","0.53","9.1","5","3439"
"0.99576","3.2","0.45","9.4","5","3440"
"0.99026","3.2","0.66","12","5","3441"
"0.99174","3.2","0.53","11.1","5","3442"
"0.99058","3.1","0.33","11.8","7","3443"
"0.9905","3.2","0.32","11.4","6","3444"
"0.99956","3.1","0.53","9.1","5","3445"
"0.99192","3.2","0.71","12.1","8","3446"
"0.99554","3.2","0.44","10.4","6","3447"
"0.99536","3.1","0.36","9.2","6","3448"
"0.99056","3.3","0.46","13","7","3449"
"0.99192","3.2","0.71","12.1","8","3450"
"0.99112","2.9","0.43","11.5","7","3451"
"0.99112","2.9","0.43","11.5","7","3452"
"0.99616","3.2","0.7","10","5","3453"
"0.99266","3.3","0.49","11.1","6","3454"
"0.98918","3.3","0.35","12.4","5","3455"
"0.98926","2.9","0.38","12.2","6","3456"
"0.99114","3.1","0.52","10.6","5","3457"
"0.9912","3.4","0.41","11.1","7","3458"
"0.98936","3.4","0.78","13.9","7","3459"
"0.9983","3","0.3","9.2","6","3460"
"0.99532","3","0.56","10.5","6","3461"
"0.99189","3","0.59","11.3","8","3462"
"0.99","3.2","0.45","12.9","6","3463"
"0.98914","3.3","0.39","12.9","7","3464"
"0.99537","3.1","0.51","9.6","5","3465"
"0.99","3.3","0.45","12.9","6","3466"
"0.99","3.2","0.45","12.9","6","3467"
"0.99742","3","0.45","8.8","5","3468"
"0.98884","3.2","0.34","13.2","8","3469"
"0.9983","3","0.3","9.2","6","3470"
"0.99189","3","0.59","11.3","8","3471"
"0.99532","3","0.56","10.5","6","3472"
"0.99284","3.3","0.59","10.5","6","3473"
"0.99026","3.2","0.6","12.6","8","3474"
"0.99297","3.1","0.5","9.5","6","3475"
"0.99711","3.3","0.56","9.8","6","3476"
"0.98934","3","0.26","13.4","8","3477"
"0.9913","3.1","0.44","11.8","7","3478"
"0.99711","3.3","0.56","9.8","6","3479"
"0.98964","3.2","0.57","13.1","7","3480"
"0.99026","3.2","0.6","12.6","8","3481"
"0.992","3.3","0.45","10.4","5","3482"
"0.98944","3.2","0.27","13.4","8","3483"
"0.99031","3.1","0.27","13","7","3484"
"0.98934","3","0.26","13.4","8","3485"
"0.99393","3.1","0.52","10.2","7","3486"
"0.9904","3.1","0.39","11.7","6","3487"
"0.99297","3.1","0.5","9.5","6","3488"
"0.99088","3","0.46","11.7","6","3489"
"0.99254","3","0.47","11.4","8","3490"
"0.9913","3.1","0.44","11.8","7","3491"
"0.99158","3.1","0.32","11.2","6","3492"
"0.99408","3.2","0.44","13","7","3493"
"0.99408","3.2","0.44","13","7","3494"
"0.99473","3.3","0.52","10.9","6","3495"
"0.98998","3.1","0.37","11.6","7","3496"
"0.99146","3.3","0.54","11.3","7","3497"
"0.99742","3.3","0.5","12","6","3498"
"0.99273","3.4","0.53","10.5","6","3499"
"0.98922","3.3","0.4","13.1","7","3500"
"0.99408","3.2","0.44","13","7","3501"
"0.99473","3.3","0.52","10.9","6","3502"
"0.99869","3.1","0.57","9.1","5","3503"
"0.9896","3.2","0.48","13.4","7","3504"
"0.99108","3.3","0.64","11.5","7","3505"
"0.99134","3.4","0.68","11.2","7","3506"
"0.99385","3.4","0.57","10.9","6","3507"
"0.98936","3.2","0.44","13.5","7","3508"
"0.99869","3.1","0.57","9.1","5","3509"
"0.99606","3.2","0.55","9.9","6","3510"
"0.99508","3","0.56","10.5","6","3511"
"0.99038","3.2","0.51","11.7","7","3512"
"0.99158","3.5","0.68","11","6","3513"
"0.9932","3","0.43","13","6","3514"
"0.99164","2.9","0.41","13.6","6","3515"
"0.98987","3.1","0.62","12.3","7","3516"
"0.98947","3.3","0.53","13.3","7","3517"
"0.98819","3.1","0.42","13.7","7","3518"
"0.99133","3.2","0.52","11.1","5","3519"
"0.99143","3.2","0.43","13.4","7","3520"
"0.99571","3.1","0.3","9.1","5","3521"
"0.99139","3.3","0.5","11.3","7","3522"
"0.99537","3.2","0.46","9.4","5","3523"
"0.99571","3.1","0.3","9.1","5","3524"
"0.99186","3.4","0.4","11.6","6","3525"
"0.99186","3.4","0.4","11.6","6","3526"
"0.98984","3","0.35","12.4","6","3527"
"0.9963","3.1","0.32","9.8","6","3528"
"0.99312","3.1","0.25","11.1","4","3529"
"0.9897","3.3","0.38","13.1","7","3530"
"0.9955","3.1","0.53","9.7","5","3531"
"0.99528","3.2","0.48","9.2","5","3532"
"0.99279","3.1","0.78","11.7","6","3533"
"0.99704","3.1","0.37","10.6","6","3534"
"0.9955","3.1","0.53","9.7","5","3535"
"0.99528","3.2","0.48","9.2","5","3536"
"0.9914","3.1","0.39","10.9","6","3537"
"0.99224","3.2","0.51","10.1","5","3538"
"0.99074","3.2","0.44","12.2","7","3539"
"0.98892","3","0.33","12.7","6","3540"
"0.98959","3","0.37","13","6","3541"
"0.99212","3.2","0.33","11.2","6","3542"
"0.99576","3.2","0.48","9.4","6","3543"
"0.9919","3.4","0.53","11","6","3544"
"0.9919","3.4","0.53","11","6","3545"
"1.00037","3.1","0.48","9.2","6","3546"
"0.99576","3.2","0.48","9.4","6","3547"
"1.00037","3.1","0.48","9.2","6","3548"
"0.992","3.2","0.45","12.3","6","3549"
"0.9919","3.4","0.53","11","6","3550"
"0.99218","3","0.67","10","6","3551"
"0.99855","3.2","0.48","9","6","3552"
"0.99855","3.2","0.48","9","6","3553"
"0.99855","3.2","0.48","9","6","3554"
"0.99062","2.9","0.36","11.1","6","3555"
"0.99362","3.1","0.6","9.9","6","3556"
"0.99324","3.7","0.48","12.2","7","3557"
"0.99062","2.9","0.36","11.1","6","3558"
"0.99855","3.2","0.48","9","6","3559"
"0.99098","3","0.36","11.8","4","3560"
"0.99036","3.1","0.62","12.9","6","3561"
"0.99398","2.9","0.35","9","5","3562"
"0.9903","3","0.33","12.4","6","3563"
"0.99398","2.9","0.35","9","5","3564"
"0.99036","3.1","0.62","12.9","6","3565"
"0.99406","3","0.36","11.2","6","3566"
"0.9906","3","0.41","12.6","6","3567"
"0.99089","3.1","0.39","11.5","6","3568"
"0.99096","3.1","0.72","11.3","7","3569"
"0.99406","3","0.36","11.2","6","3570"
"0.99089","3.1","0.39","11.5","6","3571"
"0.9936","3.3","0.51","10.5","4","3572"
"0.9906","3","0.41","12.6","6","3573"
"0.9911","3.2","0.48","11.9","6","3574"
"0.99396","3.2","0.52","10.1","6","3575"
"0.99089","3.2","0.45","11","7","3576"
"0.9968","3.1","0.56","10.6","5","3577"
"0.99138","3","0.59","11.3","7","3578"
"0.99098","3.1","0.37","11.2","4","3579"
"0.99238","2.9","0.37","11.5","7","3580"
"0.99244","2.9","0.35","11.1","5","3581"
"0.99176","3.1","0.49","12.8","7","3582"
"0.98993","3.3","0.46","12.3","6","3583"
"0.9929","3.3","0.53","10.4","6","3584"
"0.99238","2.9","0.37","11.5","7","3585"
"0.98988","3.2","0.37","11.7","7","3586"
"0.992","3.4","0.44","10.7","7","3587"
"0.99784","2.9","0.5","9.5","6","3588"
"0.99784","2.9","0.5","9.5","6","3589"
"0.99784","2.9","0.5","9.5","6","3590"
"0.99006","3.2","0.68","12","7","3591"
"0.99211","3.3","0.45","10.8","5","3592"
"0.99202","3.4","0.44","10.7","7","3593"
"0.992","3.4","0.44","10.7","7","3594"
"0.99332","3.1","0.44","10.7","7","3595"
"0.98958","3.1","0.4","12.1","7","3596"
"0.98939","3","0.52","11.9","7","3597"
"0.99492","3.2","0.37","10.8","6","3598"
"0.99043","3.6","0.56","12.3","7","3599"
"0.99787","3.3","0.57","9.4","6","3600"
"0.99654","3.2","0.35","9.9","6","3601"
"0.99304","3.4","0.61","10.4","7","3602"
"0.9952","3.4","0.6","10.4","6","3603"
"0.99165","3.2","0.6","12.6","7","3604"
"0.9892","2.9","0.36","12.5","6","3605"
"0.99628","3","0.47","9.4","5","3606"
"0.99604","3.1","0.6","9.2","5","3607"
"0.99164","3.3","0.54","11.2","6","3608"
"0.998","2.9","0.46","9.2","6","3609"
"0.998","2.9","0.46","9.2","6","3610"
"0.99628","3","0.47","9.4","5","3611"
"0.99164","3.3","0.54","11.2","6","3612"
"0.99226","3.3","0.55","10.8","6","3613"
"0.998","2.9","0.46","9.2","6","3614"
"0.99604","3.1","0.6","9.2","5","3615"
"0.98914","3","0.36","12.5","6","3616"
"0.99794","3","0.54","9.3","5","3617"
"0.99048","3.2","0.5","11.4","5","3618"
