"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","Wine_ID"
"7","0.12","0.29","10.3","0.039","41","98","2944"
"7.1","0.29","0.34","7.8","0.036","49","128","2945"
"4.9","0.33","0.31","1.2","0.016","39","150","2946"
"5.1","0.29","0.28","8.3","0.026","27","107","2947"
"5.1","0.29","0.28","8.3","0.026","27","107","2948"
"6.8","0.26","0.48","6.2","0.049","55","182","2949"
"6","0.28","0.52","5","0.078","30","139","2950"
"6","0.28","0.25","1.8","0.042","8","108","2951"
"7.2","0.2","0.22","1.6","0.044","17","101","2952"
"6.1","0.27","0.25","1.8","0.041","9","109","2953"
"6","0.28","0.25","1.8","0.042","8","108","2954"
"6.4","0.29","0.3","2.9","0.036","25","79","2955"
"7.4","0.35","0.24","6","0.042","28","123","2956"
"8.1","0.12","0.38","0.9","0.034","36","86","2957"
"6.4","0.12","0.3","1.1","0.031","37","94","2958"
"7.2","0.2","0.22","1.6","0.044","17","101","2959"
"7.3","0.4","0.26","5.45","0.016","26","90","2960"
"7.7","0.11","0.34","14.05","0.04","41","114","2961"
"6.9","0.23","0.41","8","0.03","30","114","2962"
"6.9","0.38","0.38","13.1","0.112","14","94","2963"
"7.5","0.38","0.29","4.9","0.021","38","113","2964"
"5.8","0.19","0.24","1.3","0.044","38","128","2965"
"5.5","0.34","0.26","2.2","0.021","31","119","2966"
"6.6","0.23","0.3","14.9","0.051","33","118","2967"
"6.6","0.23","0.3","14.9","0.051","33","118","2968"
"8.4","0.31","0.31","0.95","0.021","52","148","2969"
"6.7","0.2","0.3","1.4","0.025","17","76","2970"
"8.4","0.31","0.31","0.95","0.021","52","148","2971"
"7.3","0.26","0.24","1.7","0.05","10","112","2972"
"6.3","0.22","0.22","5.6","0.039","31","128","2973"
"6.6","0.23","0.3","14.9","0.051","33","118","2974"
"7.5","0.19","0.4","7.1","0.056","50","110","2975"
"8","0.14","0.33","1.2","0.045","71","162","2976"
"6.8","0.32","0.39","9.6","0.026","34","124","2977"
"6.6","0.23","0.2","11.4","0.044","45","131","2978"
"6.6","0.23","0.2","11.4","0.044","45","131","2979"
"6.7","0.36","0.26","7.9","0.034","39","123","2980"
"6.1","0.38","0.42","5","0.016","31","113","2981"
"8.5","0.23","0.28","11.1","0.033","30","97","2982"
"7","0.2","0.31","8","0.05","29","213","2983"
"6","0.26","0.32","3.8","0.029","48","180","2984"
"6.9","0.3","0.3","10.55","0.037","4","28","2985"
"6.7","0.18","0.28","10.2","0.039","29","115","2986"
"6.7","0.18","0.28","10.2","0.039","29","115","2987"
"6.8","0.18","0.28","9.8","0.039","29","113","2988"
"7.2","0.19","0.31","6.3","0.034","17","103","2989"
"6.2","0.16","0.32","1.1","0.036","74","184","2990"
"5","0.27","0.32","4.5","0.032","58","178","2991"
"6.3","0.37","0.28","6.3","0.034","45","152","2992"
"6.6","0.2","0.27","10.9","0.038","29","130","2993"
"6.8","0.18","0.28","9.8","0.039","29","113","2994"
"6.8","0.18","0.28","9.8","0.039","29","113","2995"
"6.6","0.28","0.34","0.8","0.037","42","119","2996"
"6.5","0.35","0.36","0.8","0.034","32","111","2997"
"6.9","0.25","0.33","1.2","0.035","35","158","2998"
"6","0.32","0.3","1.3","0.025","18","112","2999"
"6.8","0.18","0.28","9.8","0.039","29","113","3000"
"6.7","0.18","0.28","10.2","0.039","29","115","3001"
"6.6","0.2","0.27","10.9","0.038","29","130","3002"
"6.3","0.37","0.28","6.3","0.034","45","152","3003"
"7.2","0.19","0.31","6.3","0.034","17","103","3004"
"6.3","0.18","0.36","1.2","0.034","26","111","3005"
"6.9","0.3","0.36","0.9","0.037","40","156","3006"
"6.2","0.16","0.32","1.1","0.036","74","184","3007"
"5","0.27","0.32","4.5","0.032","58","178","3008"
"5","0.3","0.33","3.7","0.03","54","173","3009"
"6.5","0.2","0.5","18.1","0.054","50","221","3010"
"6.7","0.25","0.31","1.35","0.061","30.5","218","3011"
"6.6","0.22","0.36","5.5","0.029","30","105","3012"
"6.8","0.25","0.37","3.1","0.026","29","93","3013"
"7","0.13","0.37","12.85","0.042","36","105","3014"
"7","0.45","0.34","19.8","0.04","12","67","3015"
"7.2","0.32","0.3","8.25","0.02","14","104","3016"
"7","0.13","0.37","12.85","0.042","36","105","3017"
"5.9","0.34","0.3","3.8","0.035","57","135","3018"
"6.8","0.22","0.31","6.9","0.037","33","121","3019"
"7.2","0.32","0.3","8.25","0.02","14","104","3020"
"8.4","0.32","0.35","11.7","0.029","3","46","3021"
"6.8","0.27","0.29","4.6","0.046","6","88","3022"
"8","0.74","0.21","4","0.05","24","133","3023"
"7","0.45","0.34","19.8","0.04","12","67","3024"
"7","0.13","0.37","12.85","0.042","36","105","3025"
"5.4","0.22","0.29","1.2","0.045","69","152","3026"
"8.4","0.22","0.3","8.9","0.024","17","118","3027"
"7.4","0.32","0.22","11.7","0.035","44","150","3028"
"7.5","0.18","0.37","6.2","0.05","21","138","3029"
"7.1","0.47","0.29","14.8","0.024","22","142","3030"
"7.1","0.47","0.29","14.8","0.024","22","142","3031"
"5.8","0.19","0.25","10.8","0.042","33","124","3032"
"6.7","0.14","0.46","1.6","0.036","15","92","3033"
"6.8","0.24","0.38","8.3","0.045","50","185","3034"
"6.9","0.25","0.47","8.4","0.042","36","156","3035"
"6","0.24","0.33","2.5","0.026","31","85","3036"
"6.8","0.29","0.34","3.5","0.054","26","189","3037"
"6.3","0.33","0.42","17.2","0.037","57","170","3038"
"6.5","0.23","0.45","2.1","0.027","43","104","3039"
"6.3","0.27","0.29","12.2","0.044","59","196","3040"
"6.3","0.2","0.37","11.8","0.045","58","130","3041"
"6.2","0.33","0.41","16.8","0.037","58","173","3042"
"6.3","0.33","0.42","17.2","0.037","57","170","3043"
"7.2","0.21","1","1.1","0.154","46","114","3044"
"6","0.27","0.3","14.7","0.044","15","144","3045"
"5.7","0.12","0.26","5.5","0.034","21","99","3046"
"6.9","0.24","0.37","6.1","0.027","38","112","3047"
"7.7","0.18","0.53","1.2","0.041","42","167","3048"
"7.1","0.17","0.43","1.3","0.023","33","132","3049"
"7.5","0.33","0.38","8.7","0.126","49","199","3050"
"6.2","0.255","0.24","1.7","0.039","138.5","272","3051"
"7.5","0.33","0.38","8.7","0.126","49","199","3052"
"5.6","0.2","0.66","10.2","0.043","78","175","3053"
"7.6","0.17","0.36","4.5","0.042","26","102","3054"
"5.8","0.15","0.31","5.9","0.036","7","73","3055"
"6.3","0.25","0.44","1.7","0.024","36","116","3056"
"6.9","0.28","0.41","1.4","0.016","6","55","3057"
"7.2","0.27","0.37","5.4","0.026","27","114","3058"
"6.2","0.25","0.38","7.9","0.045","54","208","3059"
"8.5","0.19","0.48","1.1","0.026","23","58","3060"
"6.2","0.25","0.54","7","0.046","58","176","3061"
"6.2","0.25","0.54","7","0.046","58","176","3062"
"6.8","0.28","0.43","7.6","0.03","30","110","3063"
"6.2","0.25","0.54","7","0.046","58","176","3064"
"7.4","0.21","0.8","12.3","0.038","77","183","3065"
"7","0.15","0.38","15.3","0.045","54","120","3066"
"7.4","0.21","0.8","12.3","0.038","77","183","3067"
"7.3","0.28","0.42","1.2","0.033","29","142","3068"
"6.1","0.18","0.38","2.3","0.033","28","111","3069"
"7","0.53","0.43","6.1","0.029","6","76","3070"
"6.8","0.28","0.43","7.6","0.03","30","110","3071"
"6.5","0.36","0.38","10.2","0.028","20","82","3072"
"7.5","0.25","0.47","4.1","0.041","95","163","3073"
"6.7","0.24","0.41","2.9","0.039","48","122","3074"
"6.6","0.25","0.33","8.5","0.042","29","141","3075"
"6.4","0.15","0.4","1.5","0.042","23","87","3076"
"6.3","0.28","0.3","3.1","0.039","24","115","3077"
"6.2","0.25","0.38","7.9","0.045","54","208","3078"
"7.1","0.28","0.35","3.5","0.028","35","91","3079"
"6.6","0.35","0.34","4.9","0.032","9","125","3080"
"8.5","0.19","0.48","1.1","0.026","23","58","3081"
"6.2","0.25","0.54","7","0.046","58","176","3082"
"6","0.35","0.51","1.2","0.029","10","102","3083"
"5.8","0.31","0.32","4.5","0.024","28","94","3084"
"6.6","0.17","0.35","2.6","0.03","33","78","3085"
"8.5","0.23","0.4","9.9","0.036","24","88","3086"
"5.8","0.31","0.32","4.5","0.024","28","94","3087"
"6.1","0.2","0.34","9.5","0.041","38","201","3088"
"6.3","0.37","0.37","1.5","0.024","12","76","3089"
"6.2","0.36","0.38","3.2","0.031","20","89","3090"
"6.6","0.17","0.35","2.6","0.03","33","78","3091"
"6.3","0.28","0.47","11.2","0.04","61","183","3092"
"7.6","0.27","0.52","3.2","0.043","28","152","3093"
"7","0.25","0.45","2.3","0.045","40","118","3094"
"9.7","0.24","0.49","4.9","0.032","3","18","3095"
"9.7","0.24","0.49","4.9","0.032","3","18","3096"
"6.8","0.13","0.39","1.4","0.034","19","102","3097"
"6.6","0.78","0.5","1.5","0.045","30","133","3098"
"5.1","0.33","0.27","6.7","0.022","44","129","3099"
"6.7","0.34","0.4","2.1","0.033","34","111","3100"
"6.7","0.14","0.51","4.3","0.028","57","124","3101"
"7","0.26","0.34","10.9","0.038","25","84","3102"
"6.5","0.29","0.26","7","0.04","18","113","3103"
"7","0.25","0.45","2.3","0.045","40","118","3104"
"7.6","0.21","0.49","2.5","0.047","20","130","3105"
"7.7","0.26","0.51","2.6","0.045","26","159","3106"
"7.6","0.27","0.52","3.2","0.043","28","152","3107"
"7.7","0.25","0.49","2.5","0.047","31","169","3108"
"7.6","0.35","0.46","14.7","0.047","33","151","3109"
"6.9","0.3","0.36","4.5","0.054","31","203","3110"
"6.7","0.24","0.46","2.2","0.033","19","111","3111"
"6.5","0.23","0.39","1.9","0.036","41","98","3112"
"7.6","0.23","0.34","1.6","0.043","24","129","3113"
"6.5","0.24","0.39","17.3","0.052","22","126","3114"
"6.3","0.17","0.32","4.2","0.04","37","117","3115"
"6.3","0.17","0.32","4.2","0.04","37","117","3116"
"6.7","0.21","0.37","2.5","0.034","35","89","3117"
"6.5","0.23","0.39","1.9","0.036","41","98","3118"
"5.9","0.28","0.39","1.4","0.031","47","147","3119"
"5.9","0.19","0.37","0.8","0.027","3","21","3120"
"6.2","0.25","0.42","8","0.049","53","206","3121"
"7.6","0.23","0.34","1.6","0.043","24","129","3122"
"5.6","0.18","0.27","1.7","0.03","31","103","3123"
"5.5","0.18","0.22","5.5","0.037","10","86","3124"
"6.5","0.24","0.39","17.3","0.052","22","126","3125"
"7.4","0.23","0.38","8.6","0.052","41","150","3126"
"7.2","0.17","0.37","6.9","0.059","47","128","3127"
"7.6","0.3","0.38","2.1","0.043","10","98","3128"
"5","0.24","0.21","2.2","0.039","31","100","3129"
"6.1","0.21","0.38","1.5","0.039","37","122","3130"
"6.5","0.33","0.38","2.5","0.047","30","148","3131"
"6.3","0.35","0.26","17.6","0.061","59","198","3132"
"6.3","0.17","0.32","4.2","0.04","37","117","3133"
"6.6","0.25","0.35","2.9","0.034","38","121","3134"
"6.5","0.16","0.33","4.8","0.043","45","114","3135"
"6.6","0.39","0.39","11.9","0.057","51","221","3136"
"5.6","0.19","0.27","0.9","0.04","52","103","3137"
"6.2","0.25","0.39","1.3","0.051","42","135","3138"
"6.9","0.22","0.43","6.4","0.042","34","115","3139"
"6.2","0.19","0.29","4.3","0.045","33","126","3140"
"6.6","0.39","0.39","11.9","0.057","51","221","3141"
"5.9","0.33","0.32","8.1","0.038","9","34","3142"
"7.8","0.17","0.5","1.3","0.045","35","140","3143"
"5.5","0.19","0.27","0.9","0.04","52","103","3144"
"6.2","0.23","0.36","17.2","0.039","37","130","3145"
"6.2","0.23","0.36","17.2","0.039","37","130","3146"
"6.2","0.23","0.36","17.2","0.039","37","130","3147"
"7.2","0.32","0.4","8.7","0.038","45","154","3148"
"6.2","0.23","0.36","17.2","0.039","37","130","3149"
"7.2","0.32","0.4","8.7","0.038","45","154","3150"
"5.8","0.39","0.47","7.5","0.027","12","88","3151"
"6.2","0.23","0.36","17.2","0.039","37","130","3152"
"7.6","0.25","1.23","4.6","0.035","51","294","3153"
"5.8","0.29","0.33","3.7","0.029","30","88","3154"
"7.2","0.4","0.38","2.2","0.03","40","109","3155"
"6.8","0.39","0.34","7.4","0.02","38","133","3156"
"6.1","0.17","0.42","15.1","0.033","28","124","3157"
"6.8","0.39","0.34","7.4","0.02","38","133","3158"
"7.1","0.36","0.37","4.8","0.019","39","114","3159"
"6.9","0.19","0.32","7.9","0.042","30","130","3160"
"6.5","0.34","0.46","1","0.023","6","80","3161"
"6.1","0.17","0.42","15.1","0.033","28","124","3162"
"6.8","0.39","0.34","7.4","0.02","38","133","3163"
"7.1","0.36","0.37","4.8","0.019","39","114","3164"
"7.8","0.3","0.36","4.6","0.024","20","198","3165"
"6.1","0.68","0.52","1.4","0.037","32","123","3166"
"5.2","0.34","0.37","6.2","0.031","42","133","3167"
"5.6","0.28","0.4","6.1","0.034","36","118","3168"
"6.2","0.19","0.38","5.1","0.019","22","82","3169"
"5.7","0.16","0.26","6.3","0.043","28","113","3170"
"7.6","0.17","0.46","0.9","0.036","63","147","3171"
"7.3","0.2","0.39","2.3","0.048","24","87","3172"
"6.7","0.33","0.36","6.6","0.042","34","116","3173"
"6.7","0.33","0.34","7.5","0.036","39","124","3174"
"6.9","0.36","0.35","8.6","0.038","37","125","3175"
"7.8","0.21","0.34","11.9","0.039","55","140","3176"
"7.3","0.2","0.39","2.3","0.048","24","87","3177"
"5.6","0.41","0.22","7.1","0.05","44","154","3178"
"7.6","0.15","0.35","4.3","0.051","23","98","3179"
"8.5","0.2","0.4","1.1","0.046","31","106","3180"
"6.5","0.24","0.38","1","0.027","31","90","3181"
"8.3","0.16","0.37","7.9","0.025","38","107","3182"
"5.5","0.12","0.33","1","0.038","23","131","3183"
"6.5","0.24","0.38","1","0.027","31","90","3184"
"6.2","0.1","0.41","1","0.04","17","76","3185"
"6.5","0.21","0.4","7.3","0.041","49","115","3186"
"8.7","0.3","0.59","1.7","0.046","10","70","3187"
"6.7","0.18","0.37","1.3","0.027","42","125","3188"
"7","0.17","0.36","6.4","0.055","42","123","3189"
"6.6","0.19","0.33","1.8","0.035","42","148","3190"
"5.8","0.28","0.3","1.5","0.026","31","114","3191"
"7.6","0.24","0.44","3.8","0.037","49","146","3192"
"8.3","0.16","0.37","7.9","0.025","38","107","3193"
"5.5","0.12","0.33","1","0.038","23","131","3194"
"5.7","0.16","0.32","1.2","0.036","7","89","3195"
"7","0.21","0.42","5.3","0.037","36","123","3196"
"6.4","0.22","0.38","9.1","0.044","35","127","3197"
"7.9","0.34","0.44","6.5","0.027","47","126","3198"
"6.4","0.22","0.38","9.1","0.044","35","127","3199"
"6.8","0.21","0.4","6.3","0.032","40","121","3200"
"5.2","0.31","0.36","5.1","0.031","46","145","3201"
"7.9","0.34","0.44","6.5","0.027","47","126","3202"
"5.6","0.42","0.34","2.4","0.022","34","97","3203"
"6.4","0.22","0.38","9.1","0.044","35","127","3204"
"6.8","0.28","0.34","7.5","0.035","34","177","3205"
"6.8","0.45","0.36","5","0.033","28","156","3206"
"6.6","0.29","0.39","6.75","0.031","22","98","3207"
"6.8","0.21","0.42","1.2","0.045","24","126","3208"
"6.8","0.25","0.24","1.6","0.045","39","164","3209"
"6.4","0.21","0.34","16.05","0.04","56","142","3210"
"5.8","0.33","0.23","5","0.053","29","106","3211"
"8.2","0.3","0.44","12.4","0.043","52","154","3212"
"6.4","0.24","0.32","0.95","0.041","23","131","3213"
"7.5","0.18","0.45","4.6","0.041","67","158","3214"
"5.2","0.335","0.2","1.7","0.033","17","74","3215"
"7.1","0.14","0.33","1","0.104","20","54","3216"
"7.2","0.13","0.46","1.3","0.044","48","111","3217"
"5.8","0.33","0.23","5","0.053","29","106","3218"
"6.5","0.29","0.25","2.5","0.142","8","111","3219"
"6.2","0.35","0.31","2.6","0.036","37","92","3220"
"9","0.38","0.53","2.1","0.102","19","76","3221"
"6.6","0.24","0.38","12.75","0.034","8","74","3222"
"6.6","0.16","0.34","1.1","0.037","41","115","3223"
"8.2","0.3","0.44","12.4","0.043","52","154","3224"
"5.7","0.15","0.28","3.7","0.045","57","151","3225"
"6.6","0.33","0.4","2.65","0.041","35","86","3226"
"5.7","0.2","0.3","2.5","0.046","38","125","3227"
"6.8","0.27","0.37","8.2","0.055","52","192","3228"
"6.8","0.27","0.42","7.3","0.054","58","200","3229"
"6.2","0.2","0.26","1.1","0.047","42","119","3230"
"6.7","0.13","0.57","6.6","0.056","60","150","3231"
"6.8","0.21","0.37","7","0.038","27","107","3232"
"6.7","0.31","0.32","14.5","0.038","6","79","3233"
"6.2","0.2","0.29","11.8","0.035","21","93","3234"
"6.6","0.25","0.34","3","0.054","22","141","3235"
"5.7","0.15","0.28","3.7","0.045","57","151","3236"
"6.9","0.22","0.39","6","0.035","44","141","3237"
"6.4","0.23","0.35","4.6","0.039","43","147","3238"
"7.6","0.27","0.29","2.5","0.059","37","115","3239"
"6.6","0.34","0.24","3.3","0.034","29","99","3240"
"6.4","0.16","0.42","1","0.036","29","113","3241"
"5.8","0.3","0.42","1.1","0.036","19","113","3242"
"7","0.29","0.35","1.4","0.036","42","109","3243"
"6.6","0.34","0.24","3.3","0.034","29","99","3244"
"6.7","0.21","0.36","8.55","0.02","20","86","3245"
"7.6","0.27","0.29","2.5","0.059","37","115","3246"
"6.8","0.22","0.41","6.7","0.034","39","116","3247"
"7.7","0.27","0.49","3.8","0.037","46","139","3248"
"6.4","0.25","0.37","4.5","0.039","41","147","3249"
"6.4","0.23","0.35","4.6","0.039","43","147","3250"
"6.7","0.13","0.45","4.2","0.043","52","131","3251"
"6.7","0.24","0.37","11.3","0.043","64","173","3252"
"7.1","0.26","0.37","5.5","0.025","31","105","3253"
"5.3","0.3","0.16","4.2","0.029","37","100","3254"
"7.1","0.38","0.4","2.2","0.042","54","201","3255"
"7.4","0.19","0.31","14.5","0.045","39","193","3256"
"7.4","0.19","0.31","14.5","0.045","39","193","3257"
"7.4","0.19","0.31","14.5","0.045","39","193","3258"
"7.4","0.19","0.31","14.5","0.045","39","193","3259"
"7.4","0.19","0.31","14.5","0.045","39","193","3260"
"7.4","0.19","0.31","14.5","0.045","39","193","3261"
"6.3","0.32","0.32","1.5","0.03","24","101","3262"
"7.6","0.19","0.32","18.75","0.047","32","193","3263"
"6.5","0.26","0.31","3.6","0.03","36","92","3264"
"5.9","0.24","0.12","1.4","0.035","60","247","3265"
"4.2","0.215","0.23","5.1","0.041","64","157","3266"
"8.1","0.24","0.32","10.5","0.03","34","105","3267"
"5.8","0.23","0.2","2","0.043","39","154","3268"
"7.5","0.33","0.36","2.6","0.051","26","126","3269"
"6.6","0.38","0.36","9.2","0.061","42","214","3270"
"6.4","0.15","0.29","1.8","0.044","21","115","3271"
"6.5","0.32","0.34","5.7","0.044","27","91","3272"
"7.5","0.22","0.32","2.4","0.045","29","100","3273"
"6.4","0.23","0.32","1.9","0.038","40","118","3274"
"6.1","0.22","0.31","1.4","0.039","40","129","3275"
"6.5","0.48","0.02","0.9","0.043","32","99","3276"
"6.6","0.23","0.3","4.6","0.06","29","154","3277"
"6.4","0.16","0.25","1.4","0.057","21","125","3278"
"6.6","0.38","0.36","9.2","0.061","42","214","3279"
"7.4","0.16","0.32","1.4","0.065","23","140","3280"
"6.4","0.15","0.29","1.8","0.044","21","115","3281"
"6.5","0.32","0.3","2.3","0.051","20","127","3282"
"6.7","0.12","0.36","2.3","0.039","43","125","3283"
"6.6","0.2","0.14","4.4","0.184","35","168","3284"
"8","0.34","0.25","6.4","0.035","38","103","3285"
"6.8","0.21","0.31","2.9","0.046","40","121","3286"
"6.8","0.23","0.31","2.8","0.047","40","122","3287"
"6.8","0.21","0.31","2.9","0.046","40","121","3288"
"6.6","0.2","0.14","4.4","0.184","35","168","3289"
"6.6","0.28","0.42","8.2","0.044","60","196","3290"
"7.8","0.25","0.37","1","0.043","10","80","3291"
"5.6","0.12","0.33","2.9","0.044","21","73","3292"
"6.6","0.28","0.41","7","0.046","59","194","3293"
"6.8","0.17","0.35","1.8","0.04","29","84","3294"
"7.3","0.25","0.28","1.5","0.043","19","113","3295"
"6.6","0.28","0.41","7","0.046","59","194","3296"
"6.6","0.28","0.42","8.2","0.044","60","196","3297"
"6.5","0.25","0.5","7.6","0.047","54","184","3298"
"6.3","0.24","0.35","2.3","0.039","43","109","3299"
"6.8","0.32","0.32","8.7","0.029","31","105","3300"
"7.8","0.25","0.37","1","0.043","10","80","3301"
"5.6","0.12","0.33","2.9","0.044","21","73","3302"
"6.6","0.24","0.28","6.7","0.032","26","91","3303"
"6.3","0.22","0.34","5","0.032","36","93","3304"
"6","0.32","0.3","1.9","0.033","41","142","3305"
"6.3","0.19","0.29","2","0.022","33","96","3306"
"6","0.32","0.3","1.9","0.033","41","142","3307"
"9.4","0.24","0.29","8.5","0.037","124","208","3308"
"6.4","0.35","0.28","12.6","0.039","19","124","3309"
"6.7","0.46","0.27","5.2","0.039","35","96","3310"
"6.3","0.3","0.29","2.1","0.048","33","142","3311"
"6","0.19","0.29","1.1","0.047","67","152","3312"
"5.9","0.24","0.28","1.3","0.032","36","95","3313"
"7.3","0.145","0.33","1.1","0.042","14","64","3314"
"6.6","0.435","0.38","9.2","0.058","66","243","3315"
"5.8","0.18","0.37","1.2","0.036","19","74","3316"
"5.8","0.18","0.37","1.1","0.036","31","96","3317"
"5.6","0.32","0.32","8.3","0.043","32","105","3318"
"6.6","0.16","0.35","1.8","0.042","26","105","3319"
"5.1","0.21","0.28","1.4","0.047","48","148","3320"
"7.5","0.29","0.36","15.7","0.05","29","124","3321"
"6","0.26","0.33","4.35","0.04","15","80","3322"
"5.7","0.26","0.3","1.8","0.039","30","105","3323"
"7.1","0.17","0.31","1.6","0.037","15","103","3324"
"6.9","0.17","0.3","2","0.047","13","117","3325"
"6.8","0.25","0.28","5","0.035","42","126","3326"
"6.6","0.17","0.28","1.8","0.042","62","178","3327"
"5.8","0.17","0.36","1.3","0.036","11","70","3328"
"6.4","0.24","0.29","1","0.038","18","122","3329"
"6.7","0.21","0.34","1.4","0.049","36","112","3330"
"6.7","0.23","0.33","8.1","0.048","45","176","3331"
"6.8","0.23","0.32","8.6","0.046","47","159","3332"
"6.5","0.22","0.28","3.7","0.059","29","151","3333"
